1.5, 22.60846
1.48482, 22.60905
1.47218, 22.60905
1.45953, 22.60905
1.44688, 22.60905
1.43423, 22.60905
1.42159, 22.57109
1.40894, 22.57109
1.39629, 22.53313
1.38364, 22.53313
1.37099, 22.49517
1.35835, 22.45721
1.3457, 22.45721
1.33305, 22.45721
1.3204, 22.45721
1.30776, 22.45721
1.29511, 22.38129
1.28246, 22.34333
1.26981, 22.30537
1.25717, 22.30537
1.24452, 22.19148
1.23187, 22.03964
1.21922, 21.92576
1.20658, 21.73595
1.19393, 21.50819
1.18128, 21.31838
1.16863, 21.12858
1.15599, 20.86285
1.14334, 20.59712
1.13069, 20.29343
1.11804, 19.98975
1.1054, 19.68606
1.09275, 19.30645
1.0801, 18.92684
1.06872, 18.54723
1.05734, 18.16762
1.04469, 17.78801
1.03457, 17.4084
1.02319, 17.02879
1.01054, 16.64918
0.99789, 16.30753
0.98524, 15.92793
0.9726, 15.58628
0.95995, 15.24463
0.94857, 14.86502
0.93718, 14.48541
0.9258, 14.1058
0.91315, 13.72619
0.90177, 13.34658
0.89165, 12.96697
0.87901, 12.58736
0.86762, 12.20775
0.8575, 11.82814
0.84739, 11.44853
0.83474, 11.06892
0.82336, 10.68931
0.81324, 10.3097
0.80185, 9.93009
0.79047, 9.55048
0.77909, 9.17088
0.76771, 8.79127
0.75632, 8.41166
0.74621, 8.03205
0.73609, 7.65244
0.7247, 7.27283
0.71459, 6.89322
0.70447, 6.51361
0.69435, 6.134
0.68297, 5.75439
0.67285, 5.37478
0.66273, 4.99517
0.65135, 4.61556
0.6387, 4.23595
0.62732, 3.85634
0.61594, 3.47673
0.60455, 3.09712
0.59317, 2.71751
0.58305, 2.3379
0.57293, 1.95829
0.56282, 1.57868
0.55143, 1.19907
0.54132, 0.81947
0.52993, 0.43986
0.51981, 0.06025
0.5097, -0.31936
0.49831, -0.69897
0.48693, -1.07858
0.47681, -1.45819
0.46543, -1.8378
0.45405, -2.21741
0.44266, -2.59702
0.43002, -2.97663
0.4199, -3.35624
0.40725, -3.73585
0.39713, -4.11546
0.38575, -4.49507
0.3731, -4.87468
0.36172, -5.25429
0.34907, -5.59594
0.33642, -5.89962
0.32378, -6.16535
0.31113, -6.43108
0.29848, -6.6968
0.28583, -6.84865
0.27319, -7.00049
0.26054, -7.07641
0.24789, -7.15234
0.23524, -7.30418
0.2226, -7.3801
0.20995, -7.41806
0.1973, -7.41806
0.18465, -7.45602
0.17201, -7.45602
0.15936, -7.49398
0.14671, -7.53194
0.13406, -7.56991
0.12142, -7.56991
0.10877, -7.56991
0.09612, -7.56991
0.08347, -7.56991
0.07083, -7.56991
0.05818, -7.56991
0.04553, -7.56991
0.03288, -7.56991
0.02024, -7.56991
0.00, -7.56991
